Name,RA,DEC,HostName,Obj. Type
ZTF17aadpvsc,102.4570777647378,29.585222333008595,,
ZTF18aabgqqp,97.31170694043955,37.22907966671892,,
ZTF19adgjijf,74.01262058862243,0.8777400980891912,,
ZTF17aacutne,77.50986538931353,18.011554967880215,,
ZTF18aczvzus,91.4355881840039,0.8653056988574548,,
ZTF18abmsmuf,87.24048455674239,29.705741243270403,,
ZTF18aaadvzr,55.65563865124108,49.156311863427675,,
